prism_consumer_id,amount
1192,90506.03
1193,53441.71
1194,92644.87
1195,68150.0
1196,105252.66
1198,116337.94
1201,199828.42
1202,71981.06
1203,142813.4
1204,145204.12
1206,86360.68000000001
1207,12760.289999999999
1212,55969.68
1215,34896.11
1218,125631.44
1219,28685.97
1220,232845.36
1224,89505.72
1227,222996.09
1228,40321.03
1231,26622.36
1232,37910.02
1234,45624.43000000001
1238,300.0
1239,107402.3
1241,109260.49
1242,127788.72
1243,93589.5
1245,12971.44
1246,308090.02
1247,46840.6
1250,74206.44
1252,40000.0
1255,87076.93
1256,97955.0
1257,125326.01
1258,37355.89
1261,33820.0
1262,8000.0
1263,83257.84
1266,6608.26
1273,367.68
1276,151407.97
1281,52761.49
1284,121958.27
1285,112731.69
1286,38961.37
1287,138003.49
1288,100142.05
1290,143433.33
1292,33294.44
1293,10867.94
1294,15570.97
1296,88987.17
1297,600.0
1299,531.77
1302,53811.799999999996
1303,148211.6
1304,17163.41
1305,58803.35
1307,15236.1
1308,71668.59
1309,23051.79
1310,6883.320000000001
1311,67933.65000000001
1313,2916.47
1314,135821.76
1315,54264.71
1316,198642.22
1317,82829.41
1320,62173.92
1321,72360.29
1323,14210.0
1324,142290.3
1326,30841.04
1327,247083.94
1329,80097.84
1330,100348.41
1331,36935.68
1332,36793.2
1333,1917.05
1336,112307.07
1338,24318.91
1340,75940.43000000001
1342,241183.71
1344,162784.63
1350,11450.84
1351,535460.05
1353,27585.510000000002
1355,79911.81
1356,77693.92
1357,54837.85
1359,26226.02
1361,83946.64
1362,36990.26
1366,100854.85
1367,100188.46
1368,74315.47
1369,29392.54
1370,51204.0
1373,177894.21
1374,68629.5
1375,31256.34
1376,95554.93000000001
1377,100690.32
1378,21109.57
1379,30586.03
1382,74115.23
1384,2813.16
1386,85009.43
1388,92512.16
1390,84899.71
1394,1913.07
1398,125757.57
1399,61386.85
1400,9152.689999999999
1401,18678.16
1405,98239.06
1406,111990.54
1407,50228.82
1411,99033.04
1416,133183.52
1417,42254.72
1418,91605.13
1419,100072.31999999999
1420,90937.47
1421,70699.28
1422,191322.69
1423,36483.11
1425,153694.56
1430,88923.64
1431,117830.43000000001
1433,26837.420000000002
1435,109916.45
1437,344559.39
1438,46557.979999999996
1440,76722.86
1442,6017.0
1443,51396.32
1445,362886.0
1447,47201.79
1448,86085.70999999999
1451,46173.4
1452,72997.23
1453,6244.5
1458,11245.34
1464,16255.52
1465,363.89
1468,240411.33
1469,326995.32
1471,111583.53
1472,186613.99
1473,88489.6
1474,3858.91
1476,92683.17
1477,62819.86
1478,80749.20000000001
1480,31716.66
1481,88754.32
1486,268591.77999999997
1488,71427.13
1490,81204.97
1491,5980.0
1492,106106.08
1494,409549.18
1495,100420.09
1496,112233.77
1497,52935.82
1501,33959.85
1503,161256.28
1505,117376.84
1507,99458.61
1508,36208.73
1509,125813.65
1518,34668.11
1520,93453.11
1522,250.04
1523,82253.15
1524,98155.91
1525,1067884.98
1526,15437.33
1528,83408.1
1529,188449.03
1530,126812.69
1531,72709.94
1534,80156.24
1536,151038.8
1537,206174.87
1538,638485.99
1541,163210.1
1542,69242.52
1543,52570.32
1545,133454.22
1546,610771.3
1547,78486.31999999999
1548,60756.58
1556,92320.97
1558,98849.0
1559,179289.21
1560,216895.63999999998
1565,64459.46000000001
1566,49194.270000000004
1567,56617.28
1569,54135.02
1570,106305.92
1571,50059.69
1573,53701.7
1576,98125.8
1578,75595.73
1579,39604.07
1582,77433.51
1585,70616.93
1586,10500.0
1587,176199.09
1588,7800.0
1589,38118.54
1590,32255.05
1591,83242.02
1592,28726.28
1595,130688.5
1597,59351.06
1598,90971.41
1601,8352.36
1602,230428.52
1603,96014.73
1604,24408.38
1605,93342.56
1607,134124.18
1611,62434.12
1612,349651.29
1614,214709.19
1617,243996.9
1622,132884.82
1623,201765.92
1625,1694.11
1626,14937.71
1628,338147.25
1630,8125.0
1631,6265.03
1633,98962.78
1635,43483.45
1636,95241.69
1638,42954.17
1639,49408.49
1641,48587.61
1642,70283.2
1644,25389.14
1646,299487.83
1647,30895.98
1648,959558.41
1649,3996.1800000000003
1655,0.32999999999999996
1659,86126.53
1661,466682.63
1662,149864.97
1663,26815.12
1668,60134.200000000004
1672,84938.01
1673,65023.76
1675,46214.41
1676,32961.5
1677,198261.05
1681,128048.12
1683,116105.93
1688,148336.88
1690,4425.13
1692,76105.24
1697,23096.69
1700,66232.79
1705,201482.49
1707,18529.4
1709,1005.36
1711,124348.58
1712,229596.88
1714,72803.39
1718,270331.25
1719,89326.8
1720,496650.29000000004
1721,63109.07
1723,49306.28
1726,30104.31
1731,59663.24
1733,20636.06
1735,75441.06
1736,192975.62
1737,49482.47
1739,71109.45
1740,183781.64
1741,200134.4
1749,205844.68
1750,62725.42
1752,52496.97
1756,8400.79
1757,14985.53
1759,50521.950000000004
1760,27140.62
1762,161359.4
1765,61235.56
1766,8001.48
1768,52503.46
1769,40792.5
1772,57278.99
1773,15156.73
1774,157306.88999999998
1776,73997.52
1777,71522.58
1781,6500.0
1783,90000.0
1787,32359.36
1789,52547.58
1794,306.33
1795,211051.5
1801,125123.18000000001
1802,16519.59
1805,282.95
1809,159935.35
1810,165020.57
1811,101290.52
1814,153769.65
1815,2000.0
1816,67080.69
1817,27227.0
1818,29703.38
1819,28692.92
1824,70129.52
1826,282193.72000000003
1827,71707.91
1828,71233.15
1832,86313.0
1833,58984.659999999996
1835,47968.48
1836,59294.29
1839,61198.29
1842,66331.91
1845,52706.479999999996
1846,99077.5
1849,3281.13
1851,285048.44
1852,55975.44
1853,4639.32
1858,78847.2
1860,41002.88
1865,75694.01
1870,191720.42
1871,66142.89
1877,66279.3
1879,1456.1
1883,76205.31
1884,52866.32
1887,104166.53
1888,3500.0
1890,40143.73
1893,46212.89
1894,17429.66
1896,5835697.89
1901,40138.19
1902,74159.38
1903,82948.95
1907,20875.8
1909,56983.87
1910,134275.72
1911,130896.5
1913,71504.22
1914,84122.97
1915,147804.38
1917,118076.86
1919,42654.4
1922,153671.1
1923,111957.06
1924,6332.69
1925,95777.20999999999
1928,118931.48
1929,72.68
1930,79322.83
1931,203811.41
1933,72690.24
1934,55396.83
1939,21460.67
1940,99351.36
1941,105924.77
1942,34749.79
1943,80195.35
1945,28937.18
1950,137952.43
1954,102753.21
1956,91099.15
1957,1009.6299999999999
1959,93685.0
1960,404459.71
1961,229118.49
1963,25593.12
1964,325931.87
1966,76988.37
1967,128864.59
1968,95103.97
1972,22057.94
1973,40588.65
1981,511549.22000000003
1983,15333.52
1986,11046.880000000001
1989,21089.66
1990,164216.15
1991,78318.38
1993,39856.62
1994,45502.31
1997,121412.86
2000,11356.68
2001,59.27
2003,17802.95
2005,24750.99
2008,22922.670000000002
2009,12561.04
2010,21370.54
2013,16476.75
2017,238.43
2020,15118.869999999999
2021,20034.18
2023,13520.89
2025,26336.67
2026,23162.65
2027,11996.55
2029,48161.76
2030,29716.95
2031,175.13
2032,22180.16
2033,14288.71
2035,18600.94
2036,9050.66
2037,6887.04
2038,12878.18
2042,15268.960000000001
2045,3006.92
2047,16992.21
2051,32998.45
2055,12534.65
2057,19321.86
2058,29710.57
2062,15940.03
2063,3093.06
2064,14741.87
2068,22784.989999999998
2070,38161.24
2071,22650.74
2072,14841.79
2074,16261.03
2075,9370.58
2079,7130.1
2080,27209.54
2081,8856.5
2083,14383.91
2086,7715.86
2087,27816.89
2090,23730.0
2091,11325.11
2094,13683.71
2095,19492.91
2096,856.64
2098,18949.65
2099,28003.46
2101,20987.260000000002
2106,16655.03
2108,9395.66
2111,34252.08
2114,22568.98
2115,10847.97
2116,12849.28
2117,18415.98
2118,45308.270000000004
2123,18445.33
2124,20929.649999999998
2126,2456.16
2130,19473.53
2132,24751.13
2133,32925.85
2136,30724.85
2139,17695.84
2140,12234.06
2142,12090.03
2145,18680.84
2146,38884.99
2147,11833.26
2149,13782.51
2150,4222.610000000001
2151,45353.93
2153,28884.24
2154,14449.54
2155,5325.0
2156,27522.11
2157,19978.26
2159,15708.99
2161,7520.07
2162,29161.84
2164,17563.34
2165,8267.59
2166,16988.37
2170,10966.82
2175,14342.65
2179,18119.53
2181,5293.1900000000005
2182,19316.71
2183,850.0
2185,23233.39
2186,14245.85
2188,17741.37
2192,23390.89
2193,17189.8
2195,6001.5
2199,21177.79
2209,9477.58
2210,33721.34
2211,24303.2
2212,6573.97
2213,31296.64
2217,15371.18
2218,12338.24
2219,28065.95
2220,15934.16
2221,20788.28
2222,27797.04
2224,28378.68
2226,33921.95
2228,14834.34
2229,20781.6
2232,20450.97
2233,29394.35
2234,2171.19
2239,15549.43
2240,59357.1
2242,12218.95
2244,16882.86
2246,12246.82
2247,20459.5
2248,11381.65
2250,15409.869999999999
2253,11184.48
2256,475.0
2258,740.8100000000001
2259,12039.09
2261,3449.08
2262,28995.96
2263,92.49
2264,33056.47
2269,19825.1
2272,21911.57
2273,16568.33
2276,12337.38
2277,9160.68
2279,8918.35
2283,11444.43
2286,23807.56
2289,10496.72
2290,15488.55
2291,8153.09
2293,11589.69
2297,5676.87
2298,68648.4
2299,18385.9
2301,17551.79
2303,820.0
2305,13890.1
2306,18568.42
2307,18146.67
2309,11788.5
2310,17190.36
2313,11008.75
2317,13594.69
2318,26445.16
2319,16391.5
2322,4039.8
2323,33224.18
2325,10906.68
2328,14525.36
2329,16117.89
2331,8930.1
2332,8793.82
2334,14474.640000000001
2335,12334.31
2336,25676.54
2345,35038.13
2347,22334.06
2352,4838.36
2354,13070.93
2355,7918.93
2356,1264.97
2357,8234.64
2359,20762.37
2363,16976.26
2370,10620.02
2376,15799.470000000001
2380,15099.07
2383,6038.96
2385,4634.24
2386,16912.11
2387,18229.07
2388,12988.28
2392,6410.8
2393,13407.4
2394,16959.15
2395,6552.28
2397,19051.71
2405,11633.32
2407,8941.86
2410,14997.51
2411,20272.66
2412,15603.49
2414,20238.95
2415,26440.36
2416,26141.17
2417,15751.939999999999
2418,7488.3
2420,518.52
2421,14318.18
2422,27492.579999999998
2424,1454.27
2427,12313.83
2428,29721.760000000002
2432,30310.41
2433,9355.75
2434,22611.26
2435,20647.79
2437,5802.97
2438,41088.59
2439,26045.48
2442,32537.6
2444,16482.85
2445,18490.18
2446,11805.6
2447,25113.12
2448,21333.16
2451,80.72
2457,3229.22
2458,6423.61
2460,26807.61
2461,14685.29
2462,6409.32
2463,36230.76
2464,27296.77
2466,11874.25
2467,21358.65
2470,15881.62
2471,1584.28
2475,5674.22
2476,20554.69
2477,27895.92
2479,10811.57
2482,19562.78
2485,4665.6
2486,4158.33
2488,73472.37
2489,13751.04
2491,13071.97
2494,9141.03
2496,10130.33
2497,22467.72
2498,11380.47
2500,41665.52
2501,23946.22
2504,24319.89
2505,7271.0
2506,27127.82
2510,11639.77
2511,32190.29
2512,23741.01
2513,19586.52
2519,13118.210000000001
2521,28136.91
2523,19542.9
2524,27332.96
2525,14962.47
2526,35236.28
2527,19781.61
2528,1305.0
2529,21719.61
2531,19071.15
2534,20085.52
2535,5366.3
2536,14657.19
2537,21536.89
2541,22303.72
2542,15442.039999999999
2543,60862.89
2546,17451.41
2548,10499.1
2551,33901.46
2552,12074.08
2553,15111.02
2559,20022.3
2560,62996.9
2561,5277.47
2562,6139.01
2565,13623.380000000001
2567,19435.88
2568,9700.68
2569,11773.9
2570,12721.38
2571,10996.85
2574,8636.04
2575,16995.08
2576,4258.0599999999995
2579,8338.68
2587,9915.9
2588,2390.85
2590,25046.35
2593,27970.989999999998
2594,18126.579999999998
2596,15887.16
2598,13521.95
2599,28454.39
2604,19006.23
2605,12284.04
2610,19807.14
2612,2967.77
2613,28477.99
2614,16784.39
2615,22569.7
2616,11388.13
2618,32915.89
2622,58941.99
2624,9602.81
2625,10696.11
2626,17776.51
2630,16903.2
2631,58711.22
2632,11585.369999999999
2633,16141.16
2635,13822.43
2637,22702.91
2639,24756.12
2641,16021.13
2642,10140.720000000001
2644,22841.47
2645,18178.45
2646,11990.74
2648,12969.39
2652,28622.95
2653,16728.04
2655,12690.48
2656,11532.73
2657,31251.03
2659,16733.69
2662,18494.36
2671,11332.42
2673,18571.47
2675,45439.5
2676,11759.3
2682,15870.91
2685,12896.82
2686,14568.83
2688,8458.2
2689,27164.8
2693,8752.32
2697,28695.5
2698,17623.44
2701,11014.67
2703,14112.64
2705,11023.7
2707,16190.42
2709,9681.32
2710,17314.5
2711,21267.14
2712,10749.01
2715,13668.81
2716,12165.91
2717,19656.79
2721,16263.769999999999
2722,35690.75
2726,17602.97
2734,15324.87
2735,24312.5
2736,8093.68
2741,12984.29
2743,19186.74
2744,30482.33
2747,21427.54
2748,13668.01
2751,7783.48
2753,18957.29
2757,11099.130000000001
2758,14846.83
2760,6381.3099999999995
2761,15837.64
2762,4825.839999999999
2766,10301.43
2769,13486.37
2770,38483.49
2771,8844.33
2772,32413.13
2776,6200.0
2777,6619.44
2778,17198.0
2780,15609.67
2781,9578.56
2783,30714.28
2784,13021.94
2789,11075.57
2791,26337.67
2792,8136.53
2796,16572.41
2797,642.89
2804,24485.19
2806,11758.27
2810,14348.69
2814,24522.47
2816,24624.23
2820,11900.34
2823,17155.12
2824,13974.19
2825,352.65000000000003
2827,19031.64
2829,12516.13
2831,22892.08
2832,2706.91
2833,21078.27
2836,9212.66
2837,16821.11
2841,11550.5
2842,16747.21
2844,38871.92
2847,9028.68
2849,26586.97
2851,3207.7400000000002
2852,28035.19
2856,10852.26
2858,12896.76
2859,18721.42
2860,40970.32
2861,21733.53
2862,18360.04
2863,27550.71
2864,17646.59
2866,37365.33
2868,6888.05
2872,9168.96
2874,32951.44
2877,15330.69
2879,37950.92
2882,25051.31
2883,21827.34
2885,8744.25
2886,26917.19
2888,12240.41
2889,10710.72
2891,13360.31
2892,6085.41
2896,5352.41
2897,19670.45
2900,16341.76
2901,18141.920000000002
2902,14888.18
2905,7722.35
2909,13318.58
2910,14037.17
2913,7138.5
2914,10522.83
2915,32800.87
2919,740.75
2921,17071.17
2922,11756.21
2925,27563.55
2926,7944.79
2930,6275.0599999999995
2931,18840.34
2934,21285.08
2935,18770.54
2936,13267.37
2937,3548.7400000000002
2940,6659.9
2941,15326.060000000001
2942,22951.66
2944,15242.16
2945,13337.56
2948,11185.64
2949,12762.79
2952,6183.67
2955,17812.13
2959,7418.19
2960,15640.38
2967,5249.36
2969,13018.5
2970,10891.99
2971,2497.62
2972,18206.39
2973,4546.43
2974,19538.489999999998
2975,16104.32
2978,22330.15
2980,51590.3
2981,8980.3
2982,27162.1
2983,18397.25
2984,23354.18
2985,20002.79
2986,7094.0
2987,23274.68
2988,30567.81
2991,29043.510000000002
2996,9493.77
2997,14757.9
3002,17558.17
3003,28966.05
3007,54800.1
3011,2975.7799999999997
3012,31680.37
3013,7808.84
3014,6640.0
3015,23384.82
3017,22204.86
3018,15725.34
3019,58682.65
3021,16754.41
3023,18928.53
3028,16100.83
3032,17420.68
3033,352.78
3035,68919.96
3037,20040.329999999998
3038,45015.46
3040,13592.78
3044,17066.72
3049,23191.59
3050,22476.920000000002
3052,3002.88
3053,16038.24
3054,14238.28
3055,13949.91
3056,7685.56
3059,12241.69
3060,15917.93
3062,21593.56
3065,6596.37
3067,7960.0
3069,16895.44
3070,8746.66
3073,3442.8
3074,10333.53
3084,6132.52
3085,24712.22
3089,16405.16
3091,18800.71
3093,21477.68
3096,24536.0
3097,10664.42
3103,13126.710000000001
3104,31630.52
3105,4538.65
3108,47444.25
3110,13363.46
3111,17972.53
3113,23381.03
3114,4142.05
3115,28030.56
3117,40195.479999999996
3121,26344.11
3122,20841.15
3123,136.19
3124,16703.7
3129,17198.04
3131,15774.6
3132,22276.23
3133,14837.11
3134,7935.98
3135,31330.1
3136,56983.18
3137,9369.64
3138,8844.48
3139,17520.079999999998
3140,11985.33
3142,12655.369999999999
3144,12610.58
3145,10435.37
3146,22925.14
3147,10676.2
3148,22923.82
3149,20577.79
3151,29051.16
3154,32163.170000000002
3156,10239.21
3160,24734.29
3162,41583.17
3163,30267.02
3164,18268.68
3165,14590.17
3166,10703.59
3168,27127.08
3169,17557.86
3170,16221.25
3171,6390.15
3174,6495.17
3175,20275.87
3176,10860.05
3179,26168.94
3189,14787.07
3190,14668.06
3192,35815.58
3194,30706.25
3195,14629.84
3199,19971.57
3201,29826.18
3203,2436.72
3205,2911.81
3206,14494.35
3207,7812.93
3208,23119.18
3209,2273.76
3210,16091.31
3212,14598.0
3217,16917.0
3220,3479.1699999999996
3222,8315.210000000001
3226,8763.369999999999
3227,16937.23
3228,5700.9400000000005
3236,15068.199999999999
3237,11602.0
3239,19207.74
3240,7434.75
3243,29972.62
3245,43912.47
3246,47251.13
3247,38099.91
3254,20140.579999999998
3255,49.12
3256,17732.04
3258,16045.02
3259,15299.38
3260,16240.2
3261,16829.81
3263,30465.89
3264,19587.53
3266,32896.78
3267,25424.25
3268,15460.6
3270,15864.76
3271,22439.38
3272,2023.79
3273,29573.13
3275,16506.42
3277,20183.98
3280,27885.66
3282,19415.85
3283,0.03
3284,14592.37
3285,13867.150000000001
3287,12723.67
3289,11328.44
3294,17095.97
3295,23199.92
3297,19474.9
3299,19386.47
3300,13763.54
3302,6223.75
3304,29646.68
3306,18183.15
3307,3565.02
3309,9840.63
3315,806.68
3317,7894.03
3318,17432.2
3319,11229.43
3320,43689.92
3322,18479.56
3323,9732.96
3324,34428.61
3328,13008.89
3331,11498.43
3332,19325.91
3334,15653.199999999999
3337,14328.9
3342,11746.93
3343,6087.74
3347,20940.96
3349,13390.789999999999
3350,26368.0
3352,34237.37
3354,21284.71
3355,759.71
3358,15535.45
3359,7262.46
3363,33328.26
3366,19780.97
3367,29936.49
3368,24001.04
3369,17039.31
3370,6190.23
3371,13026.18
3372,18338.11
3376,21561.64
3377,11264.66
3378,21916.21
3380,12776.24
3381,22585.69
3384,20889.89
3385,5279.16
3387,22009.84
3391,22374.4
3392,63482.9
3393,19511.0
3395,2805.72
3396,29242.91
3397,8368.95
3398,14402.47
3399,8578.81
3403,15114.99
3404,26264.29
3405,11854.45
3407,16102.82
3408,2504.47
3412,25619.54
3414,11593.74
3415,20309.0
3416,4771.19
3417,9870.98
3421,20007.48
3422,13108.18
3423,39153.99
3424,17720.64
3425,23774.04
3427,10815.33
3429,13791.66
3430,17672.57
3431,22835.55
3438,6324.51
3439,8650.42
3440,11157.79
3442,1686.48
3444,34971.86
3445,16565.88
3446,14381.03
3447,12144.45
3449,43554.12
3450,15447.28
3452,10849.49
3457,21497.6
3460,10901.46
3463,9242.49
3464,16257.05
3466,27814.88
3467,22226.86
3469,12167.42
3470,27117.260000000002
3471,15798.16
3474,1237.79
3476,12078.42
3478,2651.93
3483,10988.17
3484,5415.12
3485,16667.61
3486,17154.22
3488,65.78999999999999
3489,14801.78
3490,23743.96
3491,3383.0
3492,53465.69
3495,11954.6
3497,23717.03
3498,43557.25
3501,31042.8
3503,15268.04
3504,16614.4
3508,13159.92
3511,12241.07
3512,11387.26
3513,15497.26
3514,32206.77
3517,7739.39
3520,12791.93
3521,360.0
3522,27710.77
3523,15195.8
3524,8414.7
3529,39108.85
3530,26179.05
3532,1754.23
3538,15699.65
