prism_consumer_id,amount
3540,40937.08
3541,21219.39
3543,37725.659999999996
3544,15543.03
3550,4344.54
3558,16069.14
3559,25333.489999999998
3561,17510.44
3562,16435.45
3563,12001.67
3564,11050.789999999999
3568,27831.47
3570,21239.57
3571,14723.64
3572,7310.33
3574,6792.26
3577,26805.85
3582,10995.08
3585,30618.82
3587,6118.73
3588,18452.39
3590,5946.35
3594,27057.48
3595,14690.57
3597,17689.08
3600,7512.28
3601,19909.39
3604,18420.24
3608,7705.57
3611,9779.17
3612,23033.71
3613,6648.97
3616,27299.17
3619,19512.89
3622,13437.53
3623,17931.34
3625,12552.15
3627,12603.86
3630,24305.47
3631,10654.14
3632,13277.62
3634,21478.4
3640,15233.58
3644,34780.79
3645,28436.45
3647,5665.36
3650,16323.91
3651,14216.7
3654,8533.130000000001
3657,25541.35
3658,23681.989999999998
3660,21494.17
3661,23591.75
3663,11587.96
3664,27327.96
3666,29921.14
3668,11426.04
3669,8087.3099999999995
3672,5449.34
3673,65700.98
3679,8837.42
3680,10307.55
3683,8675.59
3684,12284.47
3685,7514.5
3686,1900.98
3687,17039.16
3691,18724.3
3694,58730.75
3698,14039.25
3699,27005.22
3702,16241.86
3704,9812.07
3705,16600.25
3706,21348.54
3708,9922.66
3709,23902.11
3712,14721.8
3713,8449.75
3715,19211.39
3716,18761.81
3717,13302.61
3720,21359.58
3721,17405.21
3723,19240.03
3724,8666.2
3725,24576.39
3726,4096.95
3730,7594.75
3731,16483.7
3733,17879.7
3736,22191.739999999998
3738,18448.25
3739,18046.96
3742,5352.81
3745,14101.61
3746,20299.77
3747,1855.78
3748,18020.73
3750,15778.09
3751,8689.08
3752,5059.43
3755,20224.02
3757,17167.24
3758,23628.59
3760,33904.1
3761,21215.39
3763,2058.52
3764,17840.97
3769,9591.21
3772,16563.13
3774,70509.91
3775,20738.83
3778,15746.73
3783,9440.26
3786,26095.17
3787,19892.670000000002
3789,405.41
3791,7277.54
3793,14521.22
3796,14831.83
3802,6223.76
3804,15235.0
3805,24870.49
3807,20219.06
3808,16181.939999999999
3814,19568.27
3815,37491.81
3816,18743.510000000002
3818,8126.7300000000005
3820,19390.77
3821,7855.18
3822,12602.630000000001
3825,14777.87
3826,24629.13
3828,23517.75
3829,13169.630000000001
3830,22905.41
3831,25480.65
3832,19673.89
3834,10184.73
3835,35201.22
3836,17278.55
3839,12214.6
3840,14121.33
3841,23768.35
3844,11073.369999999999
3845,11521.64
3849,18994.89
3851,28468.89
3852,10102.18
3853,7591.21
3854,8696.619999999999
3856,10805.22
3862,19606.15
3863,1378.16
3864,14745.79
3865,20158.64
3866,27832.75
3869,12455.95
3870,28925.44
3873,23103.36
3874,16599.63
3878,16318.85
3880,10902.960000000001
3881,6658.58
3883,2730.3999999999996
3885,43861.16
3887,16580.61
3890,4852.15
3891,14719.08
3892,19007.11
3893,14161.03
3896,11631.97
3897,23602.28
3899,6883.84
3900,30820.829999999998
3901,122467.34
3907,15382.16
3909,23846.31
3910,17369.04
3913,7769.02
3914,5931.46
3915,50049.27
3916,10694.17
3918,26062.85
3922,16683.97
3923,1583.57
3924,21021.53
3925,21418.72
3927,29527.65
3928,19132.89
3932,19887.64
3935,15983.949999999999
3936,27977.17
3937,31279.06
3939,12593.83
3940,13311.26
3941,13855.24
3944,17976.03
3945,18814.47
3947,5320.0
3949,26502.07
3952,2852.88
3953,12729.210000000001
3959,11366.34
3960,32608.140000000003
3962,26082.97
3963,6294.18
3966,23816.5
3967,12643.66
3968,10300.289999999999
3969,10932.720000000001
3970,29923.94
3972,16612.39
3975,15555.019999999999
3979,7868.53
3980,10085.08
3983,22893.0
3984,53504.98
3987,12218.09
3991,21930.6
3992,30966.55
3993,7533.9
3996,24533.39
3997,24233.13
4001,403.31
4002,80430.3
4005,45958.85
4006,401.33
4007,64687.14
4010,22912.89
4013,90419.41
4016,85847.51
4017,43798.27
4021,18572.94
4022,37066.64
4023,34027.31
4026,24802.8
4027,22584.48
4028,26751.28
4030,7290.05
4033,190.0
4034,72588.3
4035,22087.35
4037,241.17
4038,109316.09
4041,6337.7300000000005
4042,40482.89
4044,3830.44
4047,39511.38
4048,80128.65
4051,66178.91
4052,7624.1900000000005
4054,21385.33
4055,32603.0
4057,34142.49
4063,96209.99
4066,3226.71
4067,33311.0
4068,22832.17
4070,5200.0
4073,5230.0
4074,42015.909999999996
4075,559.75
4079,30140.05
4081,122914.74
4082,67116.39
4084,49643.66
4085,38708.630000000005
4090,56347.27
4091,400.0
4092,40513.99
4093,71929.85
4096,57984.74
4098,5068.37
4099,32003.25
4100,46019.28
4103,31025.48
4104,51613.99
4105,2661.59
4106,42916.67
4107,115273.83
4108,52858.86
4109,33454.91
4112,315.0
4114,76743.26
4116,39018.46
4117,4390.0
4118,954.25
4120,11155.26
4121,190.36
4124,10594.34
4126,4438.25
4130,321.4
4131,2854.66
4132,12417.9
4136,88152.56999999999
4137,9182.93
4139,180.54000000000002
4144,71215.83
4145,5250.0
4147,39609.71
4152,66599.88
4156,1280.0
4157,980.4
4163,79048.56999999999
4165,84105.76000000001
4167,23331.11
4175,12328.04
4179,18930.14
4180,148710.81
4181,82303.81
4182,86.59
4183,8158.51
4184,48600.13
4185,69582.83
4187,6250.0
4188,6704.0
4189,99217.09
4192,1425.0
4194,59602.17
4195,369.26
4198,67126.6
4200,15920.0
4203,8668.66
4208,13444.66
4209,20578.84
4210,2937.86
4211,27427.07
4213,4030.49
4214,498.69
4215,71060.45
4217,51803.55
4219,133592.38999999998
4220,18507.55
4221,65754.97
4222,10652.15
4223,60039.04
4226,10870.28
4231,8785.98
4232,118486.24
4235,59654.67
4237,164441.37
4238,34340.83
4240,37869.04
4244,620.0
4247,7889.98
4248,4410.62
4250,33257.67
4251,43901.5
4254,53079.65
4255,155104.4
4256,17622.17
4257,26539.19
4259,28920.010000000002
4260,9844.88
4262,23658.48
4270,20238.38
4272,60938.22
4273,91981.65
4275,8085.42
4276,78882.98
4277,109.7
4280,13957.23
4283,56842.13
4284,4913.61
4285,40040.79
4287,8045.530000000001
4288,52318.65
4291,29057.65
4294,23225.34
4295,2851.22
4296,13807.460000000001
4297,96405.21
4298,158973.5
4300,3898.85
4302,11688.56
4304,370.0
4306,720.0
4308,2611.36
4309,43629.8
4310,0.06
4311,98316.88
4312,22149.09
4313,98850.12
4319,25405.79
4320,186915.36
4324,17183.670000000002
4328,3174.5
4329,36502.119999999995
4330,6072.35
4331,40813.7
4333,4259.78
4334,41189.71
4336,6522.0
4337,9881.7
4338,8001.16
4339,5188.98
4343,13028.36
4344,48150.95
4348,107348.98
4351,0.07
4353,49289.41
4355,8933.72
4359,2740.89
4361,105088.08
4366,15034.67
4368,49510.76
4370,57403.01
4372,9850.28
4376,32009.940000000002
4378,88706.64
4379,60.24
4380,36261.56
4383,38002.62
4384,6317.46
4386,28250.48
4391,53.34
4392,61881.38
4395,43083.08
4397,1211.26
4401,113428.24
4403,34865.82
4404,33357.64
4405,2471.49
4408,6041.38
4409,115602.59
4410,49285.58
4413,111987.72
4414,15716.16
4415,9854.09
4416,62981.77
4417,5511.0
4418,25739.96
4420,89825.11
4423,245066.91999999998
4424,1850.0
4427,13340.39
4429,39515.14
4434,6552.06
4437,45990.23
4442,30305.84
4443,2030.0
4445,3700.0
4446,7801.19
4451,89736.78
4452,135.62
4454,12521.15
4456,202.1
4458,155921.83
4460,22214.28
4461,4725.0
4465,44674.7
4466,38811.26
4467,6482.34
4468,140614.22
4470,170398.85
4471,73049.72
4475,11031.31
4480,27113.41
4481,21029.09
4482,2071.48
4483,91782.11
4484,2000.0
4485,1375.0
4488,5478.0
4489,99380.28
4491,46641.94
4494,97853.41
4499,7010.52
4501,1190.0
4508,4719.13
4510,102856.06
4513,43011.0
4514,63784.25
4517,420.09000000000003
4522,740.0
4524,19733.0
4526,685.31
4528,84218.16
4531,6255.75
4532,22501.33
4535,62488.13
4538,4893.44
4539,1336.33
4541,24682.45
4546,78731.67
4548,1160.0
4549,14220.0
4552,85108.19
4553,105986.55
4554,71077.64
4555,65065.44
4556,57065.79
4559,31428.62
4560,420.62
4562,54556.17
4568,171885.06
4569,60687.95
4575,4460.93
4576,78301.71
4580,30780.08
4584,72566.1
4585,20103.76
4587,10436.99
4590,118771.8
4595,9882.67
4597,580.0
4602,137130.28
4604,76338.23
4605,78207.18
4607,508.84000000000003
4608,6040.73
4611,8661.52
4613,41979.99
4614,45309.53
4615,18481.15
4616,56202.229999999996
4619,299227.17
4621,47860.52
4623,38478.31
4626,9467.16
4627,850.02
4630,2828.63
4631,16741.68
4632,51831.92
4636,35035.0
4640,61623.76
4641,29506.670000000002
4643,53258.75
4644,31771.600000000002
4645,1500.0
4648,52816.32
4650,102438.1
4651,27909.7
4652,5900.0
4656,0.06
4659,15276.59
4660,31905.65
4661,77717.89
4669,57046.34
4670,22840.13
4671,16960.18
4673,85.0
4676,64597.23
4678,10733.15
4681,52697.57
4682,58588.62
4683,9980.67
4684,21761.81
4685,10400.0
4686,23827.99
4690,22359.71
4691,18893.89
4692,72902.0
4696,37151.48
4701,30381.18
4707,6308.63
4708,48251.23
4710,62021.88
4714,68378.12
4720,10684.3
4722,20191.06
4723,49818.01
4724,14740.06
4727,26055.57
4729,161226.24
4731,8110.28
4738,11800.0
4739,20620.09
4745,57582.020000000004
4749,54466.36
4751,24877.6
4752,26519.149999999998
4754,7600.3
4756,45098.57
4757,32612.68
4758,49462.53
4761,21589.78
4763,6964.49
4765,12739.93
4768,57453.1
4770,83830.11
4771,9895.470000000001
4772,47286.659999999996
4778,27779.81
4784,59689.68
4785,32025.08
4787,57285.76
4788,44914.15
4789,6940.139999999999
4791,5085.0
4795,27270.48
4796,6668.73
4797,15208.13
4798,47949.86
4801,27205.8
4803,36915.53
4806,41643.41
4809,28251.0
4811,43828.48
4814,45183.56
4816,39536.56
4817,20510.82
4819,20262.09
4823,15691.23
4824,40962.12
4827,7547.46
4828,20466.8
4830,6485.42
4835,103801.97
4836,9997.35
4840,55232.38
4841,7639.85
4842,6646.99
4843,64303.590000000004
4844,41690.4
4845,128105.66
4847,83003.79
4849,2333.63
4850,20223.03
4851,122015.22
4853,5770.75
4856,3053.75
4858,1249.51
4861,274977.12
4862,30367.61
4864,16053.27
4865,3749.1099999999997
4866,2141.0
4870,34942.61
4871,187.83
4872,22857.36
4873,59682.73
4877,47628.65
4891,38531.84
4892,42829.06
4896,7105.96
4900,75600.54
4901,27041.04
4902,1089.14
4903,11931.0
4904,55652.06
4910,20003.54
4911,0.04
4912,51550.99
4916,64476.16
4917,51732.77
4920,51472.229999999996
4921,12200.0
4922,63479.57
4925,6582.37
4927,30142.32
4929,2209.0
4933,38801.75
4934,103488.88
4935,14539.400000000001
4940,59532.19
4941,800.0
4942,13592.15
4944,0.02
4945,39633.09
4949,1027.53
4950,19203.67
4952,3400.95
4958,300.0
4960,65199.1
4966,1951.21
4967,10799.43
4968,21187.45
4971,28138.77
4974,62792.73
4975,10826.01
4976,866.48
4977,0.06
4978,5000.0
4979,2713.0
4980,743.64
4981,106707.59
4984,9995.81
4985,10611.789999999999
4990,32099.26
4991,63218.229999999996
4993,7058.01
4994,24135.93
4995,48357.41
4996,52978.12
4998,130725.32
5000,82607.48
5001,96706.6
5005,4813.9800000000005
5006,56981.51
5008,11364.96
5009,59929.83
5011,9500.82
5012,12400.67
5016,170.0
5017,56424.85
5018,300.0
5021,0.02
5023,6452.39
5026,65958.93
5030,27221.440000000002
5031,1045.1
5033,12487.6
5034,8268.5
5039,15100.0
5041,1829.7
5043,72287.96
5045,16069.839999999998
5046,159612.13999999998
5052,8808.82
5053,13835.39
5055,37017.33
5057,32169.12
5060,56526.75
5061,74344.02
5062,51490.74
5063,70137.6
5064,24947.82
5065,2173.7200000000003
5069,89361.56
5071,45489.43
5076,86850.71
5077,6085.94
5078,4199.4
5080,43367.11
5081,90847.01
5083,1.66
5086,397.90999999999997
5087,34680.9
5090,17129.95
5095,38704.92
5098,3061.07
5100,1292.28
5102,89551.29
5103,174239.67
5106,41762.81
5109,1657.8500000000001
5110,42816.92
5114,1035.11
5118,1500.0
5119,16506.67
5121,39300.68
5123,44670.29
5125,4424.41
5126,24422.47
5128,83061.17
5132,105889.22
5137,95263.71
5139,3100.0
5141,31784.84
5144,265.0
5149,2567.54
5150,41364.49
5152,13183.58
5154,74756.31
5156,20110.57
5159,71137.19
5160,24014.04
5168,30801.65
5169,99342.3
5171,750.0
5173,32716.91
5175,51907.54
5177,67432.36
5178,3871.15
5179,3906.0
5180,13542.01
5183,50078.24
5186,24636.37
5188,4421.5
5189,69232.92
5190,3028.2299999999996
5192,47479.229999999996
5193,12375.0
5197,6100.0
5200,16745.38
5202,48332.28
5204,55624.57
5205,233630.35
5206,10776.04
5207,19360.71
5208,66342.73
5209,55137.17
5212,32565.36
5214,7058.71
5216,8888.15
5218,17240.22
5220,22421.71
5222,38156.68
5226,10480.0
5228,126470.95
5229,9316.27
5231,16378.92
5232,44884.73
5234,35853.82
5237,45028.8
5238,12018.050000000001
5240,54862.65
5242,11628.24
5245,7230.23
5246,35258.38
5248,11439.12
5249,1057.3
5251,117246.52
5253,91971.75
5254,70315.25
5258,10224.98
5260,3109.62
5262,5000.0
5268,122982.7
5271,11741.68
5272,22998.37
5275,44095.25
5280,52169.95
5287,18119.38
5293,211854.24
5296,18857.36
5297,40612.26
5298,27760.469999999998
5300,2500.0
5302,64663.54
5308,13455.8
5310,85521.75
5314,14364.23
5316,1175.0
5319,9.65
5321,821.23
5322,65068.33
5323,9683.51
5327,117869.91
5328,94132.59
5329,2300.0
5330,20703.58
5331,25800.63
5333,27321.65
5342,6071.5
5344,11333.73
5345,3089.0
5348,7585.0
5349,87287.0
5352,58110.23
5354,19817.21
5356,10679.7
5357,10237.64
5360,60402.81
5362,15505.84
5365,2512.55
5366,29451.8
5367,2500.0
5370,2943.85
5374,61981.03
5375,14699.82
5377,72.0
5378,11711.28
5379,35480.57
5381,54.06
5382,26134.0
5385,76493.47
5388,21267.829999999998
5391,34300.28
5392,112293.87
5394,57711.71
5395,86164.64
5401,106643.83
5402,20244.02
5403,116614.92
5404,56907.74
5406,95502.31
5407,21659.33
5408,3870.8599999999997
5414,31334.35
5415,35938.31
5416,14605.43
5417,19319.02
5420,41256.95
5422,12570.380000000001
5423,1415.18
5424,30358.72
5429,97060.6
5431,22138.41
5432,20000.0
5433,33325.64
5436,28784.06
5439,91398.89
5442,31219.85
5443,36795.99
5447,1910.69
5450,1850.0
5451,5970.0
5457,68408.56999999999
5458,1006.19
5460,26197.690000000002
5461,27223.97
5464,3400.0
5465,311657.34
5467,16969.41
5468,41564.92
5469,131608.85
5472,15922.05
5473,3274.86
5474,40111.86
5475,3821.5299999999997
5476,7210.3
5480,6097.0
5481,40460.26
5483,94174.48
5484,30563.4
5485,20788.57
5487,24916.59
5492,12000.02
5494,46394.85
5495,404.78999999999996
5497,45891.86
5500,1436.22
5503,70298.56
5506,37884.86
5507,54891.090000000004
5511,12669.5
5513,28569.81
5515,4426.870000000001
5518,16118.72
5519,48211.29
5522,36414.66
5524,58137.43
5525,94346.22
5526,87921.31999999999
5527,11882.78
5529,71805.04
5531,14854.54
5534,72988.09
5540,34727.479999999996
5542,19483.94
5543,46135.14
5544,123867.44
5547,1506.76
5553,31988.4
5554,41561.68
5555,34479.229999999996
5560,59131.3
5561,11532.0
5564,6814.24
5568,59203.78
5570,4952.96
5574,45045.0
5576,78647.32
5577,106171.32
5578,103339.27
5581,128.0
5584,28015.34
5587,11383.04
5592,56564.1
5593,26211.3
5599,17162.59
5601,1600.0
5604,151412.5
5605,37498.83
5606,97338.12
5608,26260.48
5611,58009.58
5613,6749.8
5614,76956.64
5617,18000.0
5621,140672.16
5623,54937.48
5624,75810.34
5625,7000.0
5628,1899.0
5629,4353.67
5630,350.0
5634,40456.16
5640,65717.06
5642,78391.24
5644,32001.08
5647,56671.77
5648,25279.3
5649,290904.25
5651,76199.8
5653,280727.51
5655,32487.48
5656,1973.26
5662,112.0
5664,71.55
5665,94006.98
5666,1139.75
5667,13328.57
5669,37057.86
5671,6381.29
5674,17542.47
5675,2420.75
5676,13286.550000000001
5677,75212.48
5681,106094.52
5686,17108.56
5688,4456.99
5693,30270.22
5694,29526.28
5696,27712.829999999998
5697,130.0
5701,9888.119999999999
5703,21828.78
5708,103984.24
5709,39169.4
5710,4139.22
5712,106868.51
5716,27815.57
5717,358788.55
5718,1400.0
5720,50570.05
5721,28044.71
5722,169873.21
5724,1435.75
5725,2975.31
5727,6983.62
5729,9255.0
5730,74248.23
5732,123287.71
5734,6460.36
5735,30027.68
5737,40129.44
5738,53139.3
5745,19517.15
5746,13799.47
5747,23359.19
5749,35913.49
5750,63815.44
5751,77956.54
5756,10660.44
5759,26038.41
5761,21763.96
5762,60752.840000000004
5763,62275.020000000004
5764,4182.15
5767,66677.55
5769,969.98
5772,584.52
5774,4743.71
5775,67207.97
5779,5822.3
5780,14732.31
5783,7410.1
5785,2077.58
5787,55460.65
5794,1501.94
5796,54905.020000000004
5797,13784.45
5801,2010.0
5802,1050.04
5806,82921.43000000001
5809,152382.09
5810,51039.7
5811,16689.96
5812,357.39
5817,124180.44
5819,114266.37
5820,56078.13
5823,29397.100000000002
5826,18719.0
5827,28189.43
5828,214924.1
5829,33264.6
5831,37658.66
5832,1075.0
5838,41522.55
5839,4113.52
5840,43.9
5841,11979.5
5842,38635.94
5843,6741.610000000001
5844,249117.85
5846,43664.55
5847,196.62
5848,30137.5
5849,122717.51
5853,12519.460000000001
5854,28217.230000000003
5855,29790.36
5857,230355.22
5861,69709.0
5864,12278.99
5866,1629.06
5868,62134.04
5869,33147.25
5871,111880.06
5872,26532.5
5874,11457.92
5879,19209.14
5880,16.0
5883,9100.86
5884,6966.53
5886,3224.73
5888,61201.21
5892,39358.77
5895,2400.0
5898,8288.11
5899,1429.86
5900,13634.140000000001
5901,79599.47
5903,3803.12
5905,6432.03
5911,151862.75
5912,18807.42
5913,46919.15
5914,2885.0
5921,4260.0
5922,40714.84
5925,100.0
5926,245040.56
5928,9456.41
5929,1497.86
5930,78950.56
5935,5456.5
5939,25629.28
5940,4442.0
5941,33778.71
5943,13924.9
5944,698.02
5945,30803.8
5949,33985.0
5124,0.0
3082,0.0
5135,0.0
1552,0.0
4625,0.0
5650,0.0
4633,0.0
5660,0.0
4638,0.0
5151,0.0
5668,0.0
4655,0.0
5679,0.0
2609,0.0
4146,0.0
3637,0.0
4662,0.0
5690,0.0
4164,0.0
5707,0.0
2128,0.0
4177,0.0
4178,0.0
4706,0.0
4709,0.0
5741,0.0
1653,0.0
4094,0.0
4728,0.0
4733,0.0
4225,0.0
4748,0.0
4241,0.0
5266,0.0
659,0.0
4243,0.0
5788,0.0
5789,0.0
5281,0.0
1699,0.0
2723,0.0
4774,0.0
5800,0.0
4777,0.0
5291,0.0
5805,0.0
4278,0.0
5305,0.0
5821,0.0
5834,0.0
4299,0.0
4812,0.0
4301,0.0
4813,0.0
5326,0.0
4307,0.0
5338,0.0
5862,0.0
4839,0.0
5863,0.0
5865,0.0
5877,0.0
4868,0.0
5380,0.0
5894,0.0
4360,0.0
783,0.0
5908,0.0
5910,0.0
5927,0.0
4406,0.0
4919,0.0
323,0.0
1348,0.0
5454,0.0
4431,0.0
338,0.0
341,0.0
4970,0.0
1403,0.0
4988,0.0
2430,0.0
913,0.0
5010,0.0
5013,0.0
5528,0.0
5538,0.0
5539,0.0
4533,0.0
4534,0.0
5047,0.0
954,0.0
4547,0.0
5059,0.0
4039,0.0
5582,0.0
5074,0.0
4571,0.0
4060,0.0
4581,0.0
5112,0.0
1022,0.0
