prism_consumer_id,checking_month2_EMA,checking_month3_EMA,checking_month4_EMA,checking_month6_EMA,checking_month7_EMA,checking_month1_SMA,checking_month2_SMA,checking_month3_SMA,checking_month4_SMA,checking_month6_SMA,checking_month7_SMA,SAVINGS_acct_count,GENERAL_MERCHANDISE_cat_percentage,AUTOMOTIVE_cat_percentage,INSURANCE_cat_percentage,TRAVEL_cat_percentage,ESSENTIAL_SERVICES_cat_percentage,FOOD_AND_BEVERAGES_cat_percentage,EXTERNAL_TRANSFER_cat_percentage,LOAN_cat_percentage,TAX_cat_percentage,ENTERTAINMENT_cat_percentage,HOME_IMPROVEMENT_cat_percentage,GIFTS_DONATIONS_cat_percentage,PETS_cat_percentage,PAYCHECK_cat_percentage,RENT_cat_percentage,ATM_CASH_cat_percentage,ACCOUNT_FEES_cat_percentage,UNCATEGORIZED_cat_percentage,CHECKING_balance_std_diff_regress_coeff,CREDIT_CARD_PAYMENT_income_percent,UNCATEGORIZED_income_percent,RENT_income_percent,TRAVEL_income_percent,CHECKING_balance_std_regress_coeff,DEPOSIT_inflow_over_outflow,EXTERNAL_TRANSFER_inflow_over_outflow,INVESTMENT_INCOME_inflow_over_outflow,LOAN_inflow_over_outflow,MISCELLANEOUS_inflow_over_outflow,PAYCHECK_inflow_over_outflow,REFUND_inflow_over_outflow,SMALL_DOLLAR_ADVANCE_inflow_over_outflow,TAX_inflow_over_outflow,DEPOSIT_inflow_over_inflow,EXTERNAL_TRANSFER_inflow_over_inflow,INVESTMENT_INCOME_inflow_over_inflow,MISCELLANEOUS_inflow_over_inflow,REFUND_inflow_over_inflow,SMALL_DOLLAR_ADVANCE_inflow_over_inflow,DEPOSIT_inflow_over_income,EXTERNAL_TRANSFER_inflow_over_income,LOAN_inflow_over_income,MISCELLANEOUS_inflow_over_income,PAYCHECK_PLACEHOLDER_inflow_over_income,SMALL_DOLLAR_ADVANCE_inflow_over_income,TAX_inflow_over_income,ACCOUNT_FEES_outflow_over_income,ATM_CASH_outflow_over_income,AUTOMOTIVE_outflow_over_income,BNPL_outflow_over_income,CREDIT_CARD_PAYMENT_outflow_over_income,EDUCATION_outflow_over_income,ESSENTIAL_SERVICES_outflow_over_income,EXTERNAL_TRANSFER_outflow_over_income,GENERAL_MERCHANDISE_outflow_over_income,HOME_IMPROVEMENT_outflow_over_income,INSURANCE_outflow_over_income,OVERDRAFT_outflow_over_income,PETS_outflow_over_income,TAX_outflow_over_income
3844,-0.6479039262975087,-0.1676855726022777,0.3318998059849153,0.4069311273711915,1.5087793603360165,-1.0580615793508923,-0.6527456825204992,-0.1784220024795224,0.584407524686432,0.6823931856123977,1.5087793603360165,0,0.12117407872927484,0.05938596974416241,0.017726856187123493,0.0,0.0496176707712184,0.08877098804689104,0.2699634946944621,0.020780482430882787,0.0,0.029657431007977086,0.0,0.0,0.012813913078313643,0.0,0.0,0.0865561325407993,0.004992563734057097,0.1733170753691843,-0.0061955836358256015,0.0,0.3125597717767942,0.0,0.0,-0.01309016709747697,0.0,0.050245260045225254,0.0,0.0,0.875986382724946,0.0,0.001615684715354223,0.06460850334219616,0.0,0.0,0.0506272002083156,0.0,0.8826452074893463,0.0016279663690491092,0.06509962593328893,0.0,0.09130102218204575,0.0,1.5917611350474155,0.0,0.11740057453151118,0.0,0.009003582468570994,0.15609520859503476,0.1070965749360854,0.0,0.0,0.023750673914083968,0.08948043820444905,0.48685178947330393,0.21852516442600578,0.0,0.03196858770184686,0.0,0.023108592957699414,0.0
4812,-0.02767671494167115,-0.7348846792585748,0.03212129475248049,-0.955465351030857,0.4604032961754474,0.22103066682092032,-0.3962301995236608,-0.3041807837722425,-0.19888684776882176,-0.8028369712601404,0.7394874120855622,0,0.0,0.0,0.0,0.003475609756097561,0.18292682926829268,0.038640243902439024,0.054878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033201219512195124,0.48902439024390243,-0.0010174436884024603,0.12926829268292683,0.48902439024390243,0.0,0.003475609756097561,-0.001104408073592099,0.14402430082748507,0.9296113962501309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13414634146341464,0.8658536585365854,0.0,0.0,0.0,0.0,0.13414634146341464,0.8658536585365854,0.0,0.0,0.0,0.0,0.0,0.033201219512195124,0.0,0.0,0.0,0.12926829268292683,0.0,0.18292682926829268,0.054878048780487805,0.0,0.0,0.0,0.0,0.0,0.0
554,-0.23207813152954576,-0.2834249814568556,0.5549059136479527,0.38612414576751164,0.673953244409946,-0.15510337679782743,-0.4544975677875751,0.16181970576002458,0.12577742873670744,0.7328880175081265,0.3584393223284224,0,0.09804613145989502,0.01767558922663118,0.01569287254870203,0.002558907792943837,0.01775291413213926,0.016407894824624784,0.3170425458188245,0.008973547246280869,0.007581377429856785,0.0003310181142030981,0.0018188714727444578,0.0,0.0,0.0,0.0,0.23203953440761366,0.0017321743385646069,0.1391530640074187,-0.0004023967015482528,0.5417451169796493,0.7702092158622796,0.0,0.014163499587490755,-0.0005135478268075441,0.3957016389768749,0.4406399776009971,0.0,0.0,0.1652382069543955,0.0,0.0030717714195713677,0.0,0.0,0.3938695175175072,0.4385997890364376,0.0,0.16447314450569972,0.00305754894035541,0.0,2.1800593066570237,2.4276403972901806,0.0,0.9103553167423231,0.0,0.0,0.0,0.009587547701942672,1.2843338313815964,0.0978340061374542,0.0,0.5417451169796493,0.0,0.09826199782605136,1.7548236709834804,0.5426832284916826,0.010067414474625521,0.0868597119767201,0.0,0.0,0.04196276098595048
338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0057413116725686525,0.0,0.0,0.0,0.0,0.005297469623068332,0.9934744082901423,0.0,0.0,0.0,0.0,0.0,0.012932666456676881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6007333048888556,0.3771198559646663,1.6410275645744345e-05,0.0,0.0026084523859759346,0.0,0.0,0.0,0.0,0.6114759418519191,0.38386371662832763,1.670373304571096e-05,0.002655098138408723,0.0,0.0,0.6114759418519191,0.38386371662832763,0.0,0.002655098138408723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9934744082901423,0.0057413116725686525,0.0,0.0,0.0,0.012932666456676881,0.0
4673,-0.0019602509997979634,-0.8358410398256508,-0.7606988365045497,0.0,0.0,0.8170554889953758,-0.22921599903653644,-0.8170554889953756,-0.7606988365045497,0.0,0.0,0,0.21817531592954043,0.007151623987941504,0.004109687254080241,0.22614290274508334,9.047286582191186e-05,0.0062195827664553935,0.1504324773689808,0.023368458427718158,0.0,0.001365628163349613,0.0,0.0,0.0,0.0,0.0,0.1596735124468472,8.535176020935081e-05,0.04882120683974866,0.01763254411598737,0.0,6.729411764705882,0.0,31.17105882352941,0.02361072861593679,0.028056142560444683,1.072774814159971,0.0,0.06226624927086929,0.0,0.0,0.0006065156533515793,0.010092783775655815,0.0,0.023728642855801615,0.9073054278598388,0.0,0.0,0.0005129640788581983,0.008536029538537174,3.270705882352941,125.06105882352942,7.258823529411765,0.0,1.0,1.1765882352941177,0.0,0.011764705882352941,22.00905882352941,0.985764705882353,0.0,0.0,0.0,0.012470588235294119,20.735294117647058,30.072823529411764,0.0,0.5664705882352941,0.0,0.0,0.0
4211,-0.2913862237502951,-0.4893895619074613,-0.48943920702371035,-0.6036909633078753,-0.2912899720270552,-0.11603400045194148,-0.34087464701052445,-0.41848160275543056,-0.6027170088148552,-0.6101035452538388,-0.040884621316641834,0,0.11752781447456753,0.07311221984063229,0.0,0.0012244777528620323,0.16596599064200135,0.054751874708910915,0.30729220204850577,0.008611795342320767,0.0,0.009654163954065346,0.000547913739912613,0.0,0.0,0.0,0.0,0.12072075244705192,0.003228154200122083,0.049003063494541164,0.000107779899002748,0.13716740431989272,0.11262996740081971,0.0,0.0028143728075948325,-0.00297252223442539,0.25211502653067236,0.7417867037195518,0.0,0.0,0.0014228979355390022,0.0,0.0029862644819653823,0.0,0.0,0.252541596392843,0.7430417810400906,0.0,0.0014253054293905118,0.0029913171376757795,0.0,0.5804484401724282,1.7078273399236592,0.0,0.0032759605747168766,0.0,0.0,0.0,0.00741967698335987,0.2774678447242086,0.16804310485954208,0.0,0.13716740431989272,0.0,0.3814607247511309,0.7062887140332526,0.27012910967157633,0.0012593397690675672,0.0,0.0,0.0,0.0
4079,0.7336974787547503,-0.7960674093846837,-0.5556284214427839,-0.33693408546130404,-0.03272675072465442,1.2890151329347104,0.2911465097344169,-0.9039078856601639,-0.2744015589162436,0.018342243424039645,-0.3119512459258357,0,0.23593614538332838,0.051132839175307074,0.011135581770759516,0.00018406680888895436,0.0020373894908896134,0.06483638301357861,0.05739916360042042,0.2697397847522737,0.0,0.023627045672497293,0.0038953138431124966,0.00023008351111119293,0.011266959455604008,0.0,0.0,0.0815646046889179,0.000782283937778056,0.0585808725134875,0.0020113551538339164,0.01393328810005292,0.08447464420264732,0.0,0.00026542756232985677,0.007019992213944476,0.2062809426426334,0.034184830096974206,0.0,0.03147302132611925,0.02051574723480366,0.4069704116298176,0.0,0.1888381279567155,0.0,0.20358226221789463,0.03373760540125644,0.0,0.02024734897778498,0.0,0.18636764400006628,0.29356918784142694,0.04865021789943945,0.044790901143163336,0.029197031856284247,0.17788391193777053,0.26874540685898,0.0,0.0011280671399018915,0.11761758855741779,0.07373444967742257,0.0007956191180837457,0.01393328810005292,0.0,0.0029379513305386024,0.08277059925248963,0.3402240540410517,0.005617110787805595,0.01605770395205051,0.0,0.016247152874663447,0.0
3683,-0.592163208863829,-0.4625143996394544,-0.051808803114199165,-0.046977836056762035,1.1283343554571412,-0.4524157554973623,-0.6624274056890491,-0.6560958442607645,0.5394991426266891,0.24685021182171374,1.1283343554571412,0,0.5515970216513423,0.0,0.0,0.03472052511739451,0.0038445023491403157,0.05365677738075074,0.05716439357053703,0.1290480247158187,0.0,0.05831380664484511,0.006646470164324194,0.0,0.0,0.0,0.0,0.0,0.0,0.041257616658551814,-0.0018093141042055366,0.05186967111170537,0.0760870442240816,0.0,0.06403137999836322,-0.0076633820234118175,0.0,0.0,0.0013310461659224596,0.0,0.7885517490435653,0.1456006510401972,0.03338211119094463,0.03424481468802861,0.0,0.0,0.0,0.0013269189541903577,0.7861066647832711,0.033278602353702974,0.03413863084214665,0.0,0.0,0.0,1.4497331017256465,0.0,0.06295825413602994,0.0,0.0,0.0,0.0,0.008336032477330071,0.05186967111170537,0.0,0.007090007711291106,0.10542222488614607,1.017251852611753,0.012257379613374999,0.0,0.0,0.0,0.0
147,-0.5751634604690266,-0.6056726080413226,-0.5201199092013068,-0.45781355726752765,-0.4750640636959709,-0.5755260456869091,-0.6041789220721046,-0.6336760199182662,-0.43691332401085636,-0.5223250852645055,-0.5279504142660775,1,0.027302154949642023,0.003114690678469491,0.0,0.0,0.008715380056570432,0.007358657689317516,0.25446642074064146,0.2522185296087691,0.0,0.0026005678704721907,0.0017092298751720653,0.0,0.0,0.0,0.0,0.2948932611327557,0.0,0.13975695766559137,-0.0010610324300614384,0.0,17.96860313315927,0.0,0.0,-0.005373411271754164,0.06441218895127485,0.00022259057140896953,0.004101832645431345,0.0,0.8731840192166472,0.0,0.0,0.0,0.0,0.0643481048025298,0.0002223691144530786,0.004097751702714494,0.8723152821735447,0.0,0.0,8.273259355961706,0.028590078328981722,0.0,112.15389469103567,0.0,0.0,0.0,0.0,37.914534377719754,0.40045691906005215,0.0,0.0,0.0,1.1205395996518712,32.71684073107049,3.5102480417754567,0.2197563098346388,0.0,0.0,0.0,0.0
5186,-0.5744835160892025,-0.25898518692360273,0.4601995439665133,-0.5542662032820019,-0.013905856436293884,-0.5705479672192834,-0.6754051165203316,-0.2524417904454585,1.0603215532674115,-0.6648203514954989,0.23173837848863005,0,0.30624741483659,0.12771364343766212,0.00613937402732146,0.015581393740273213,0.05390392529828809,0.1343894864257306,0.17257146809614388,0.09034176033200761,0.0,0.004782569600553345,0.0,0.009182777105308662,0.0,0.0,0.0,0.015397959536572713,0.0002490057063807712,0.005254850423655542,-0.00260099626822654,0.01067527399531668,0.0077093338020171,0.0,0.022859292988374504,-0.004707601463507466,0.11429381262817415,0.30176873357009076,0.061673641562599,0.0,0.0327972945184543,0.48901717880743173,0.004827406061212354,0.0,0.0,0.11379560781601245,0.30045332872211655,0.06140480719349819,0.03265433166176725,0.004806363479163064,0.0,0.16694829636021866,0.4407918049615264,0.0,0.047906814193811834,0.0,0.0,0.0,0.00036531355877509556,0.022590178666743517,0.18736729477597552,0.0,0.01067527399531668,0.0,0.0790818614917701,0.2531777205814006,0.4492922455702687,0.0,0.009007008743577079,0.0,0.0,0.0
